A,B,C,D,E
RFSD08149,4038429913,19770243,1,Running
RFSD08152,4038430364,19770246,1,Running
RFSD08153,4038430094,19770247,1,Running
RFSD08155,4038430106,19770249,1,Running
RFSD08156,4038429973,19770250,1,Running
RFSD08157,4047527407,19776620,1,Running
RFSD08158,4038430012,19770252,1,Running
RFSD08159,4038429934,19770253,1,Running
RFSD08160,4038430627,19770254,1,Running
RFSD08161,4038430005,19770255,1,Running
RFSD08162,4038430145,19770256,1,Running
RFSD08163,4038430195,19770257,1,Running
RFSD08164,4038430107,19770258,1,Running
RFSD08165,4038430153,19770259,1,Running
RFSD08166,4038430071,19770260,1,Running
RFSD08168,4038430056,19770262,1,Running
RFSD08169,4038430156,19770263,1,Running
RFSD08170,4038430048,19770264,1,Running
RFSD08171,4038430199,19770265,1,Running
RFSD08172,4038429699,19770266,1,Running
RFSD08173,4038430002,19770267,1,Running
RFSD08174,4038430025,19770268,1,Running
RFSD08175,4038430187,19770269,1,Running
RFSD08176,4038430022,19770270,1,Running
RFSD08177,4038429998,19770271,1,Running
RFSD08178,4038430068,19770272,1,Running
RFSD08179,4038430030,19770273,1,Running
RFSD08180,4038430547,19770274,1,Running
RFSD08181,4038430213,19770275,1,Running
RFSD08182,4038430215,19770276,1,Running
RFSD08183,4038430208,19770277,1,Running
RFSD08184,4038430223,19770278,1,Running
RFSD08185,4038432509,19770279,1,Running
RFSD08186,4038429625,19770280,1,Running
RFSD08187,4038429750,19770281,1,Running
RFSD08188,4038430200,19770282,1,Running
RFSD08189,4038430206,19770283,1,Running
RFSD08190,4038430224,19770284,1,Running
RFSD08191,4038429731,19770285,1,Running
RFSD08192,4038430366,19770286,1,Running
RFSD08193,4038438217,19770287,1,Running
RFSD08194,4038438229,19770288,1,Running
RFSD08195,4038430192,19770289,1,Running
RFSD08196,4038430461,19770290,1,Running
RFSD08197,4038430470,19770291,1,Running
RFSD08198,4038430468,19770292,1,Running
RFSD08199,4038430054,19770293,1,Running
RFSD08200,4038430557,19770294,1,Running
RFSD08201,4038430369,19770295,1,Running
RFSD08202,4038430363,19770296,1,Running
RFSD08203,4038430365,19770297,1,Running
RFSD08204,4038430190,19770298,1,Running
RFSD08205,4038430207,19770299,1,Running
RFSD08206,4038430210,19770300,1,Running
RFSD08207,4038430226,19770301,1,Running
RFSD08208,4038430240,19770302,1,Running
RFSD08209,4038430238,19770303,1,Running
RFSD08210,4038432432,19770304,1,Running
RFSD08211,4038430237,19770305,1,Running
RFSD08212,4038430096,19770306,1,Running
RFSD08213,4038430217,19770307,1,Running
RFSD08214,4038435984,19770308,1,Running
RFSD08215,4038430253,19770309,1,Running
RFSD08216,4038429984,19770310,1,Running
RFSD08217,4038430180,19770311,1,Running
RFSD08218,4038429808,19770312,1,Running
RFSD08219,4038429752,19770313,1,Running
RFSD08220,4038430095,19770314,1,Running
RFSD08221,4038430536,19770315,1,Running
RFSD08222,4038430571,19770316,1,Running
RFSD08223,4038430494,19770317,1,Running
RFSD08224,4038430189,19770318,1,Running
RFSD08225,4038430244,19770319,1,Running
RFSD08226,4038430232,19770320,1,Running
RFSD08227,4038430222,19770321,1,Running
RFSD08228,4038430375,19770322,1,Running
RFSD08229,4038430165,19770323,1,Running
RFSD08230,4038430355,19770324,1,Running
RFSD08231,4038430050,19770325,1,Running
RFSD08232,4038430391,19770326,1,Running
RFSD08233,4038430538,19770327,1,Running
RFSD08234,4038430562,19770328,1,Running
RFSD08235,4038430100,19770329,1,Running
RFSD08238,4038430359,19770332,1,Running
RFSD08239,4038430101,19770333,1,Running
RFSD08240,4038430235,19770334,1,Running
RFSD08241,4038435445,19770335,1,Running
RFSD08243,4038435499,19770337,1,Running
RFSD08244,4038430614,19770338,1,Running
RFSD08245,4038432506,19770339,1,Running
RFSD08246,4038429977,19770340,1,Running
RFSD08247,4038430462,19770341,1,Running
RFSD08248,4038430380,19770342,1,Running
RFSD08249,4038430371,19770343,1,Running
RFSD08250,4038430370,19770344,1,Running
RFSD08251,4038430360,19770345,1,Running
RFSD08252,4038430109,19770346,1,Running
RFSD08253,4038430251,19770347,1,Running
RFSD08254,4038430554,19770348,1,Running
RFSD08255,4038430051,19770349,1,Running
RFSD08256,4038430013,19770350,1,Running
RFSD08257,4038430016,19770351,1,Running
RFSD08258,4038436157,19770352,1,Running
RFSD08259,4038435250,19770353,1,Running
RFSD08260,4038429742,19770354,1,Running
RFSD08261,4038430183,19770355,1,Running
RFSD08262,4038435149,19770356,1,Running
RFSD08263,4038430204,19770357,1,Running
RFSD08264,4038438976,19770358,1,Running
RFSD08265,4038430242,19770359,1,Running
RFSD08266,4038438208,19770360,1,Running
RFSD08267,4038436099,19770361,1,Running
RFSD08269,4038430191,19770363,1,Running
RFSD08270,4038430184,19770364,1,Running
RFSD08271,4038430395,19770365,1,Running
RFSD08272,4038430354,19770366,1,Running
RFSD08275,4038430218,19770369,1,Running
RFSD08277,4038436002,19770371,1,Running
RFSD08278,4038436017,19770372,1,Running
RFSD08279,4038436096,19770373,1,Running
RFSD08280,4038430228,19770374,1,Running
RFSD08281,4038436004,19770375,1,Running
RFSD08282,4038430353,19770376,1,Running
RFSD08284,4038438221,19770378,1,Running
RFSD08285,4038430606,19770379,1,Running
RFSD08286,4038430049,19770380,1,Running
RFSD08287,4038430108,19770381,1,Running
RFSD08289,4038435093,19770383,1,Running
RFSD08290,4038435061,19770384,1,Running
RFSD08291,4038435094,19770385,1,Running
RFSD08292,4038430020,19770386,1,Running
RFSD08293,4038430060,19770387,1,Running
RFSD08294,4038430118,19770388,1,Running
RFSD08295,4038430033,19770389,1,Running
RFSD08296,4038435143,19770390,1,Running
RFSD08297,4038435015,19770391,1,Running
RFSD08298,4038435152,19770392,1,Running
RFSD08299,4038435222,19770393,1,Running
RFSD08300,4038430254,19770394,1,Running
RFSD08301,4038430419,19770395,1,Running
RFSD08302,4038430421,19770396,1,Running
RFSD08303,4038430428,19770397,1,Running
RFSD08304,4038430558,19770398,1,Running
RFSD08305,4038430023,19770399,1,Running
RFSD08306,4038430372,19770400,1,Running
RFSD08307,4038430014,19770401,1,Running
RFSD08308,4038430205,19770402,1,Running
RFSD08310,4038430447,19770404,1,Running
RFSD08311,4038429847,19770405,1,Running
RFSD08313,4038434843,19770407,1,Running
RFSD08314,4038435244,19770408,1,Running
RFSD08315,4038435214,19770409,1,Running
RFSD08316,4038430116,19770410,1,Running
RFSD08317,4038435139,19770411,1,Running
RFSD08318,4038435213,19770412,1,Running
RFSD08319,4038435144,19770413,1,Running
RFSD08320,4038435439,19770414,1,Running
RFSD08321,4038438227,19770415,1,Running
RFSD08323,4038438225,19770417,1,Running
RFSD08324,4038430368,19770418,1,Running
RFSD08325,4038439046,19770419,1,Running
RFSD08326,4038438980,19770420,1,Running
RFSD08327,4038438608,19770421,1,Running
RFSD08328,4038430559,19770422,1,Running
RFSD08330,4038437928,19770424,1,Running
RFSD08331,4038437875,19770425,1,Running
RFSD08332,4038438170,19770426,1,Running
RFSD08333,4038438205,19770427,1,Running
RFSD08334,4038438224,19770428,1,Running
RFSD08335,4038438206,19770429,1,Running
RFSD08336,4038435437,19770430,1,Running
RFSD08340,4038430233,19770434,1,Running
RFSD08341,4038434896,19770435,1,Running
RFSD08342,4038429671,19770436,1,Running
RFSD08343,4038435076,19770437,1,Running
RFSD08344,4038430548,19770438,1,Running
RFSD08345,4038437913,19770439,1,Running
RFSD08346,4038437850,19770440,1,Running
RFSD08347,4038437929,19770441,1,Running
RFSD08348,4038436150,19770442,1,Running
RFSD08349,4038430212,19770443,1,Running
RFSD08350,4038438218,19770444,1,Running
RFSD08351,4038438230,19770445,1,Running
RFSD08352,4038430469,19770446,1,Running
RFSD08353,4038439045,19770447,1,Running
RFSD08354,4038438580,19770448,1,Running
RFSD08355,4038439044,19770449,1,Running
RFSD08356,4038438223,19770450,1,Running
RFSD08357,4038435100,19770451,1,Running
RFSD08358,4038435985,19770452,1,Running
RFSD08359,4038436098,19770453,1,Running
RFSD08360,4038435484,19770454,1,Running
RFSD08361,4038436091,19770455,1,Running
RFSD08362,4038437460,19770456,1,Running
RFSD08363,4038436008,19770457,1,Running
RFSD08364,4038438984,19770458,1,Running
RFSD08365,4038438977,19770459,1,Running
RFSD08366,4038438592,19770460,1,Running
RFSD08367,4038438985,19770461,1,Running
RFSD08368,4038435972,19770462,1,Running
RFSD08369,4038435470,19770463,1,Running
RFSD08370,4038435491,19770464,1,Running
RFSD08371,4038435477,19770465,1,Running
RFSD08372,4038435466,19770466,1,Running
RFSD08373,4038435481,19770467,1,Running
RFSD08374,4038435468,19770468,1,Running
RFSD08375,4038435473,19770469,1,Running
RFSD08376,4038435975,19770470,1,Running
RFSD08377,4038432514,19770471,1,Running
RFSD08378,4038435983,19770472,1,Running
RFSD08379,4038436003,19770473,1,Running
RFSD08380,4038430449,19770474,1,Running
RFSD08381,4038430445,19770475,1,Running
RFSD08382,4038430442,19770476,1,Running
RFSD08383,4038430454,19770477,1,Running
RFSD08384,4038430028,19770478,1,Running
RFSD08385,4038430437,19770479,1,Running
RFSD08386,4038430444,19770480,1,Running
RFSD08387,4038430438,19770481,1,Running
RFSD08388,4038430455,19770482,1,Running
RFSD08389,4038429860,19770483,1,Running
RFSD08390,4038430432,19770484,1,Running
RFSD08391,4038430446,19770485,1,Running
RFSD08392,4038438589,19770486,1,Running
RFSD08393,4038429866,19770487,1,Running
RFSD08394,4038437852,19770488,1,Running
RFSD08395,4038437848,19770489,1,Running
RFSD08396,4038429794,19770490,1,Running
RFSD08397,4038429782,19770491,1,Running
RFSD08398,4038429788,19770492,1,Running
RFSD08399,4038429868,19770493,1,Running
RFSD08400,4038437912,19770494,1,Running
RFSD08401,4038437857,19770495,1,Running
RFSD08402,4038437876,19770496,1,Running
RFSD08403,4038437927,19770497,1,Running
RFSD08405,4038437584,19770499,1,Running
RFSD08407,4038437823,19770501,1,Running
RFSD08408,4038437557,19770502,1,Running
RFSD08409,4038437621,19770503,1,Running
RFSD08410,4038437467,19770504,1,Running
RFSD08411,4038437528,19770505,1,Running
RFSD08412,4038437562,19770506,1,Running
RFSD08413,4038437541,19770507,1,Running
RFSD08414,4038437465,19770508,1,Running
RFSD08415,4038437533,19770509,1,Running
RFSD08416,4038437598,19770510,1,Running
RFSD08417,4038429854,19770511,1,Running
RFSD08418,4038429859,19770512,1,Running
RFSD08420,4038437539,19770514,1,Running
RFSD08421,4038437484,19770515,1,Running
RFSD08422,4038437551,19770516,1,Running
RFSD08423,4038437564,19770517,1,Running
RFSD08424,4038429651,19770518,1,Running
RFSD08425,4038429662,19770519,1,Running
RFSD08426,4038429652,19770520,1,Running
RFSD08427,4038437486,19770521,1,Running
RFSD08428,4038430424,19770522,1,Running
RFSD08429,4038437462,19770523,1,Running
RFSD08430,4038437461,19770524,1,Running
RFSD08431,4038437617,19770525,1,Running
RFSD08432,4038437472,19770526,1,Running
RFSD08433,4038437491,19770527,1,Running
RFSD08434,4038437549,19770528,1,Running
RFSD08435,4038437635,19770529,1,Running
RFSD08436,4038437922,19770530,1,Running
RFSD08437,4038437616,19770531,1,Running
RFSD08438,4038437611,19770532,1,Running
RFSD08439,4038437586,19770533,1,Running
RFSD08440,4038437540,19770534,1,Running
RFSD08441,4038437847,19770535,1,Running
RFSD08442,4038437485,19770536,1,Running
RFSD08443,4038437468,19770537,1,Running
RFSD08444,4038429616,19770538,1,Running
RFSD08445,4038429657,19770539,1,Running
RFSD08446,4038437530,19770540,1,Running
RFSD08447,4038429653,19770541,1,Running
RFSD08448,4038437524,19770542,1,Running
RFSD08449,4038437856,19770543,1,Running
RFSD08450,4038437494,19770544,1,Running
RFSD08451,4038437483,19770545,1,Running
RFSD08452,4038437606,19770546,1,Running
RFSD08453,4038437620,19770547,1,Running
RFSD08454,4038429865,19770548,1,Running
RFSD08455,4038437490,19770549,1,Running
RFSD08456,4038437854,19770550,1,Running
RFSD08457,4038437923,19770551,1,Running
RFSD08458,4038437544,19770552,1,Running
RFSD08459,4038437521,19770553,1,Running
RFSD08460,4038437535,19770554,1,Running
RFSD08461,4038429659,19770555,1,Running
RFSD08462,4038437841,19770556,1,Running
RFSD08463,4038437833,19770557,1,Running
RFSD08464,4038437855,19770558,1,Running
RFSD08465,4038429877,19770559,1,Running
RFSD08466,4038437822,19770560,1,Running
RFSD08467,4038437788,19770561,1,Running
RFSD08468,4038437936,19770562,1,Running
RFSD08469,4038437546,19770563,1,Running
RFSD08470,4038437476,19770564,1,Running
RFSD08471,4038437304,19770565,1,Running
RFSD08472,4038429608,19770566,1,Running
RFSD08473,4038429623,19770567,1,Running
RFSD08474,4038429612,19770568,1,Running
RFSD08475,4038429614,19770569,1,Running
RFSD08476,4038437859,19770570,1,Running
RFSD08477,4038429615,19770571,1,Running
RFSD08478,4038429654,19770572,1,Running
RFSD08479,4038429661,19770573,1,Running
RFSD08480,4038437869,19770574,1,Running
RFSD08482,4038437880,19770576,1,Running
RFSD08483,4038437878,19770577,1,Running
RFSD08485,4038437599,19770579,1,Running
RFSD08486,4038437550,19770580,1,Running
RFSD08487,4038429573,19770581,1,Running
RFSD08488,4038437604,19770582,1,Running
RFSD08489,4038437853,19770583,1,Running
RFSD08490,4038437523,19770584,1,Running
RFSD08491,4038429605,19770585,1,Running
RFSD08492,4038437470,19770586,1,Running
RFSD08493,4038437909,19770587,1,Running
RFSD08494,4038437474,19770588,1,Running
RFSD08495,4038430431,19770589,1,Running
RFSD08496,4038437622,19770590,1,Running
RFSD08497,4038429613,19770591,1,Running
RFSD08498,4038429670,19770592,1,Running
RFSD08499,4038429639,19770593,1,Running
RFSD08500,4038437538,19770594,1,Running
RFSD08501,4038437797,19770595,1,Running
RFSD08502,4038437619,19770596,1,Running
RFSD08503,4038437845,19770597,1,Running
RFSD08504,4038437937,19770598,1,Running
RFSD08505,4038437800,19770599,1,Running
RFSD08506,4038437835,19770600,1,Running
RFSD08507,4038437614,19770601,1,Running
RFSD08509,4038437842,19770603,1,Running
RFSD08510,4038437828,19770604,1,Running
RFSD08511,4038437615,19770605,1,Running
RFSD08512,4038437463,19770606,1,Running
RFSD08513,4038429367,19770607,1,Running
RFSD08514,4038430351,19770608,1,Running
RFSD08515,4038430044,19770609,1,Running
RFSD08516,4038437601,19770610,1,Running
RFSD08518,4038429891,19770612,1,Running
RFSD08519,4038429574,19770613,1,Running
RFSD08521,4038437830,19770615,1,Running
RFSD08522,4038429620,19770616,1,Running
RFSD08523,4038429568,19770617,1,Running
RFSD08524,4038437628,19770618,1,Running
RFSD08525,4038437602,19770619,1,Running
RFSD08526,4038437554,19770620,1,Running
RFSD08527,4038437291,19770621,1,Running
RFSD08528,4038437495,19770622,1,Running
RFSD08529,4038430434,19770623,1,Running
RFSD08530,4038430327,19770624,1,Running
RFSD08531,4038429530,19770625,1,Running
RFSD08532,4038437920,19770626,1,Running
RFSD08533,4038429786,19770627,1,Running
RFSD08534,4038429798,19770628,1,Running
RFSD08535,4038429875,19770629,1,Running
RFSD08536,4038437481,19770630,1,Running
RFSD08537,4038430584,19770631,1,Running
RFSD08538,4038430605,19770632,1,Running
RFSD08539,4038437375,19770633,1,Running
RFSD08540,4038429688,19770634,1,Running
RFSD08541,4038429796,19770635,1,Running
RFSD08542,4038429579,19770636,1,Running
RFSD08543,4038429792,19770637,1,Running
RFSD08544,4038437600,19770638,1,Running
RFSD08545,4038429523,19770639,1,Running
RFSD08546,4038429803,19770640,1,Running
RFSD08547,4038429793,19770641,1,Running
RFSD08548,4038429578,19770642,1,Running
RFSD08549,4038429691,19770643,1,Running
RFSD08550,4038429607,19770644,1,Running
RFSD08551,4038429586,19770645,1,Running
RFSD08552,4038437868,19770646,1,Running
RFSD08553,4038429570,19770647,1,Running
RFSD08554,4038429577,19770648,1,Running
RFSD08555,4038429584,19770649,1,Running
RFSD08556,4038437829,19770650,1,Running
RFSD08557,4038429675,19770651,1,Running
RFSD08558,4038437536,19770652,1,Running
RFSD08559,4038429569,19770653,1,Running
RFSD08560,4038437820,19770654,1,Running
RFSD08561,4038429817,19770655,1,Running
RFSD08562,4038430120,19770656,1,Running
RFSD08563,4038429820,19770657,1,Running
RFSD08564,4038429844,19770658,1,Running
RFSD08565,4038429841,19770659,1,Running
RFSD08566,4038429852,19770660,1,Running
RFSD08567,4038437415,19770661,1,Running
RFSD08568,4038429682,19770662,1,Running
RFSD08569,4038430038,19770663,1,Running
RFSD08570,4038430394,19770664,1,Running
RFSD08572,4038429645,19770666,1,Running
RFSD08573,4038429698,19770667,1,Running
RFSD08574,4038437630,19770668,1,Running
RFSD08575,4038429715,19770669,1,Running
RFSD08576,4038429655,19770670,1,Running
RFSD08577,4038429843,19770671,1,Running
RFSD08578,4038429882,19770672,1,Running
RFSD08579,4038429851,19770673,1,Running
RFSD08580,4038429711,19770674,1,Running
RFSD08581,4038429562,19770675,1,Running
RFSD08582,4038429587,19770676,1,Running
RFSD08583,4038429558,19770677,1,Running
RFSD08584,4038429871,19770678,1,Running
RFSD08585,4038429880,19770679,1,Running
RFSD08586,4038429299,19770680,1,Running
RFSD08587,4038429789,19770681,1,Running
RFSD08588,4038429846,19770682,1,Running
RFSD08589,4038429864,19770683,1,Running
RFSD08590,4038429845,19770684,1,Running
RFSD08591,4038429646,19770685,1,Running
RFSD08592,4038437843,19770686,1,Running
RFSD08593,4038437838,19770687,1,Running
RFSD08594,4038437844,19770688,1,Running
RFSD08595,4038437789,19770689,1,Running
RFSD08596,4038437612,19770690,1,Running
RFSD08597,4038429869,19770691,1,Running
RFSD08598,4038430448,19770692,1,Running
RFSD08600,4038430034,19770694,1,Running
RFSD08601,4038437895,19770695,1,Running
RFSD08602,4038437891,19770696,1,Running
RFSD08603,4038437836,19770697,1,Running
RFSD08604,4038430404,19770698,1,Running
RFSD08605,4038430439,19770699,1,Running
RFSD08606,4038429855,19770700,1,Running
RFSD08607,4038430125,19770701,1,Running
RFSD08608,4038430399,19770702,1,Running
RFSD08609,4038430405,19770703,1,Running
RFSD08610,4038430408,19770704,1,Running
RFSD08611,4038431640,19770705,1,Running
RFSD08612,4038437826,19770706,1,Running
RFSD08613,4038429664,19770707,1,Running
RFSD08614,4038437839,19770708,1,Running
RFSD08616,4038430429,19770710,1,Running
RFSD08617,4038430441,19770711,1,Running
RFSD08618,4038430425,19770712,1,Running
RFSD08619,4038430417,19770713,1,Running
RFSD08620,4038437593,19770714,1,Running
RFSD08621,4038430042,19770715,1,Running
RFSD08622,4038430392,19770716,1,Running
RFSD08623,4038430086,19770717,1,Running
RFSD08624,4038429809,19770718,1,Running
RFSD08625,4038430440,19770719,1,Running
RFSD08626,4038430418,19770720,1,Running
RFSD08627,4038431659,19770721,1,Running
RFSD08628,4038430349,19770722,1,Running
RFSD08630,4038437794,19770724,1,Running
RFSD08631,4038437479,19770725,1,Running
RFSD08633,4038429872,19770727,1,Running
RFSD08634,4038429638,19770728,1,Running
RFSD08635,4038429791,19770729,1,Running
RFSD08636,4038430397,19770730,1,Running
RFSD08637,4038437902,19770731,1,Running
RFSD08638,4038437827,19770732,1,Running
RFSD08639,4038437805,19770733,1,Running
RFSD08640,4038430230,19770734,1,Running
RFSD08641,4038430249,19770735,1,Running
RFSD08642,4038430386,19770736,1,Running
RFSD08643,4038430241,19770737,1,Running
RFSD08644,4038437905,19770738,1,Running
RFSD08645,4038437897,19770739,1,Running
RFSD08646,4038437872,19770740,1,Running
RFSD08647,4038429985,19770741,1,Running
RFSD08649,4038437408,19770743,1,Running
RFSD08650,4038437907,19770744,1,Running
RFSD08651,4038437908,19770745,1,Running
RFSD08652,4038429836,19770746,1,Running
RFSD08653,4038437888,19770747,1,Running
RFSD08654,4038437873,19770748,1,Running
RFSD08655,4038437883,19770749,1,Running
RFSD08656,4038429745,19770750,1,Running
RFSD08657,4038437898,19770751,1,Running
RFSD08658,4038437421,19770752,1,Running
RFSD08659,4038437317,19770753,1,Running
RFSD08660,4038437886,19770754,1,Running
RFSD08661,4038437906,19770755,1,Running
RFSD08662,4038437904,19770756,1,Running
RFSD08663,4038437893,19770757,1,Running
RFSD08664,4038437881,19770758,1,Running
RFSD08665,4038437889,19770759,1,Running
RFSD08666,4038437899,19770760,1,Running
RFSD08667,4038437903,19770761,1,Running
RFSD08668,4038429567,19770762,1,Running
RFSD08669,4038437417,19770763,1,Running
RFSD08670,4038437416,19770764,1,Running
RFSD08671,4038437388,19770765,1,Running
RFSD08673,4038437892,19770767,1,Running
RFSD08674,4038437911,19770768,1,Running
RFSD08675,4038437406,19770769,1,Running
RFSD08676,4038429617,19770770,1,Running
RFSD08677,4038437422,19770771,1,Running
RFSD08678,4038431670,19770772,1,Running
RFSD08679,4038431676,19770773,1,Running
RFSD08681,4038437410,19770775,1,Running
RFSD08682,4038437390,19770776,1,Running
RFSD08683,4038437428,19770777,1,Running
RFSD08684,4038429801,19770778,1,Running
RFSD08685,4038437879,19770779,1,Running
RFSD08686,4038437894,19770780,1,Running
RFSD08687,4038437890,19770781,1,Running
RFSD08689,4038431665,19770783,1,Running
RFSD08690,4038431654,19770784,1,Running
RFSD08691,4038431650,19770785,1,Running
RFSD08692,4038431673,19770786,1,Running
RFSD08693,4038437427,19770787,1,Running
RFSD08694,4038437414,19770788,1,Running
RFSD08695,4038437399,19770789,1,Running
RFSD08696,4038437865,19770790,1,Running
RFSD08697,4038437419,19770791,1,Running
RFSD08698,4038437429,19770792,1,Running
RFSD08699,4038437393,19770793,1,Running
RFSD08700,4038437409,19770794,1,Running
RFSD08701,4038437412,19770795,1,Running
RFSD08702,4038437407,19770796,1,Running
RFSD08703,4038437418,19770797,1,Running
RFSD08704,4038437411,19770798,1,Running
RFSD08705,4038437384,19770799,1,Running
RFSD08706,4038437397,19770800,1,Running
RFSD08707,4038437403,19770801,1,Running
RFSD08708,4038431651,19770802,1,Running
RFSD08709,4038437432,19770803,1,Running
RFSD08710,4038431680,19770804,1,Running
RFSD08711,4038437502,19770805,1,Running
RFSD08712,4038431663,19770806,1,Running
RFSD08713,4038431678,19770807,1,Running
RFSD08714,4038431644,19770808,1,Running
RFSD08715,4038431648,19770809,1,Running
RFSD08716,4038437358,19770810,1,Running
RFSD08717,4038437413,19770811,1,Running
RFSD08718,4038437402,19770812,1,Running
RFSD08719,4038437353,19770813,1,Running
RFSD08720,4038437347,19770814,1,Running
RFSD08721,4038437310,19770815,1,Running
RFSD08722,4038437334,19770816,1,Running
RFSD08723,4038437343,19770817,1,Running
RFSD08724,4038430092,19770818,1,Running
RFSD08725,4038437355,19770819,1,Running
RFSD08726,4038431668,19770820,1,Running
RFSD08727,4038437329,19770821,1,Running
RFSD08728,4038431657,19770822,1,Running
RFSD08729,4038431687,19770823,1,Running
RFSD08730,4038431656,19770824,1,Running
RFSD08731,4038431662,19770825,1,Running
RFSD08732,4038437341,19770826,1,Running
RFSD08733,4038431638,19770827,1,Running
RFSD08734,4038431646,19770828,1,Running
RFSD08735,4038431649,19770829,1,Running
RFSD08736,4038430406,19770830,1,Running
RFSD08738,4038431658,19770832,1,Running
RFSD08739,4038431653,19770833,1,Running
RFSD08740,4038437900,19770834,1,Running
RFSD08741,4038437348,19770835,1,Running
RFSD08742,4038437345,19770836,1,Running
RFSD08743,4038431647,19770837,1,Running
RFSD08744,4038437896,19770838,1,Running
RFSD08745,4038437333,19770839,1,Running
RFSD08746,4038437356,19770840,1,Running
RFSD08747,4038437392,19770841,1,Running
RFSD08748,4038430423,19770842,1,Running
RFSD08749,4038429572,19770843,1,Running
RFSD08750,4038429583,19770844,1,Running
RFSD08751,4038430570,19770845,1,Running
RFSD08752,4038437613,19770846,1,Running
RFSD08753,4038437319,19770847,1,Running
RFSD08754,4038437357,19770848,1,Running
RFSD08755,4038437339,19770849,1,Running
RFSD08756,4038437318,19770850,1,Running
RFSD08757,4038437324,19770851,1,Running
RFSD08758,4038437497,19770852,1,Running
RFSD08759,4038437326,19770853,1,Running
RFSD08760,4038437342,19770854,1,Running
RFSD08761,4038437363,19770855,1,Running
RFSD08762,4038437344,19770856,1,Running
RFSD08763,4038431641,19770857,1,Running
RFSD08765,4038437315,19770859,1,Running
RFSD08766,4038437327,19770860,1,Running
RFSD08767,4038437328,19770861,1,Running
RFSD08768,4038437335,19770862,1,Running
RFSD08770,4038437331,19770864,1,Running
RFSD08771,4038437354,19770865,1,Running
RFSD08772,4038437359,19770866,1,Running
RFSD08773,4038437336,19770867,1,Running
RFSD08774,4038437338,19770868,1,Running
RFSD08775,4038437340,19770869,1,Running
RFSD08776,4038439975,19770870,1,Running
RFSD08777,4038437313,19770871,1,Running
RFSD08778,4038437323,19770872,1,Running
RFSD08779,4038440198,19770873,1,Running
RFSD08780,4038437320,19770874,1,Running
RFSD08781,4038437312,19770875,1,Running
RFSD08782,4038437296,19770876,1,Running
RFSD08783,4038437306,19770877,1,Running
RFSD08784,4038437309,19770878,1,Running
RFSD08785,4038437507,19770879,1,Running
RFSD08786,4038437305,19770880,1,Running
RFSD08787,4038437489,19770881,1,Running
RFSD08788,4038437401,19770882,1,Running
RFSD08789,4038437311,19770883,1,Running
RFSD08790,4038437322,19770884,1,Running
RFSD08791,4038437307,19770885,1,Running
RFSD08792,4038437302,19770886,1,Running
RFSD08793,4038437314,19770887,1,Running
RFSD08794,4038437301,19770888,1,Running
RFSD08795,4038437383,19770889,1,Running
RFSD08796,4038429824,19770890,1,Running
RFSD08797,4038437300,19770891,1,Running
RFSD08798,4038437496,19770892,1,Running
RFSD08799,4038437518,19770893,1,Running
RFSD08800,4038437492,19770894,1,Running
RFSD08801,4038437378,19770895,1,Running
RFSD08802,4038437498,19770896,1,Running
RFSD08803,4038437512,19770897,1,Running
RFSD08804,4038437332,19770898,1,Running
RFSD08805,4038437514,19770899,1,Running
RFSD08806,4038437379,19770900,1,Running
RFSD08807,4038437500,19770901,1,Running
RFSD08809,4038437298,19770903,1,Running
RFSD08810,4038437303,19770904,1,Running
RFSD08811,4038437368,19770905,1,Running
RFSD08812,4038437511,19770906,1,Running
RFSD08813,4038437510,19770907,1,Running
RFSD08814,4038437505,19770908,1,Running
RFSD08816,4038437515,19770910,1,Running
RFSD08818,4038437520,19770912,1,Running
RFSD08819,4038437503,19770913,1,Running
RFSD08820,4038431652,19770914,1,Running
RFSD08822,4038437506,19770916,1,Running
RFSD08823,4038441408,19770917,1,Running
RFSD08824,4038437499,19770918,1,Running
RFSD08825,4038441359,19770919,1,Running
RFSD08826,4038437501,19770920,1,Running
RFSD08827,4038437532,19770921,1,Running
RFSD08828,4038431639,19770922,1,Running
RFSD08829,4038430613,19770923,1,Running
RFSD08830,4038430608,19770924,1,Running
RFSD08831,4038430597,19770925,1,Running
RFSD08832,4038430588,19770926,1,Running
RFSD08833,4038441416,19770927,1,Running
RFSD08834,4038441352,19770928,1,Running
RFSD08835,4038441342,19770929,1,Running
RFSD08836,4038437519,19770930,1,Running
RFSD08837,4038441351,19770931,1,Running
RFSD08838,4038430601,19770932,1,Running
RFSD08839,4038441401,19770933,1,Running
RFSD08840,4038437420,19770934,1,Running
RFSD08841,4038441409,19770935,1,Running
RFSD08842,4038441338,19770936,1,Running
RFSD08843,4038441402,19770937,1,Running
RFSD08844,4038430567,19770938,1,Running
RFSD08845,4038430577,19770939,1,Running
RFSD08846,4038441353,19770940,1,Running
RFSD08847,4038430565,19770941,1,Running
RFSD08848,4038431674,19770942,1,Running
RFSD08849,4038441058,19770943,1,Running
RFSD08850,4038430596,19770944,1,Running
RFSD08851,4038430572,19770945,1,Running
RFSD08852,4038437508,19770946,1,Running
RFSD08853,4038437526,19770947,1,Running
RFSD08854,4038438859,19770948,1,Running
RFSD08856,4038437387,19770950,1,Running
RFSD08857,4038437374,19770951,1,Running
RFSD08858,4038430582,19770952,1,Running
RFSD08860,4038431684,19770954,1,Running
