A,B,C,D,E
RFSD01151,4038102781,19762584,1,Running
RFSD01152,4038103092,19762585,1,Running
RFSD01153,4038101717,19762586,1,Running
RFSD01154,4038102798,19762587,1,Running
RFSD01155,4038102785,19762588,1,Running
RFSD01156,4038103055,19762589,1,Running
RFSD01157,4038102778,19762590,1,Running
RFSD01158,4038102797,19762591,1,Running
RFSD01159,4038102812,19762592,1,Running
RFSD01160,4038102733,19762593,1,Running
RFSD01161,4038102722,19762594,1,Running
RFSD01162,4038102813,19762595,1,Running
RFSD01163,4038102245,19762596,1,Running
RFSD01164,4038102657,19762597,1,Running
RFSD01165,4038102671,19762598,1,Running
RFSD01166,4038102714,19762599,1,Running
RFSD01167,4038102656,19762600,1,Running
RFSD01169,4038102638,19762602,1,Running
RFSD01170,4038102784,19762603,1,Running
RFSD01171,4038102708,19762604,1,Running
RFSD01172,4038103180,19762605,1,Running
RFSD01173,4038102685,19762606,1,Running
RFSD01174,4038102705,19762607,1,Running
RFSD01175,4038102680,19762608,1,Running
RFSD01176,4038102809,19762609,1,Running
RFSD01177,4038102701,19762610,1,Running
RFSD01178,4038102643,19762611,1,Running
RFSD01179,4038102674,19762612,1,Running
RFSD01180,4038102910,19762613,1,Running
RFSD01181,4038102688,19762614,1,Running
RFSD01182,4038102699,19762615,1,Running
RFSD01183,4038107139,19762616,1,Running
RFSD01184,4038102929,19762617,1,Running
RFSD01185,4038102712,19762618,1,Running
RFSD01188,4038102702,19762621,1,Running
RFSD01189,4038102711,19762622,1,Running
RFSD01190,4038102691,19762623,1,Running
RFSD01192,4038102982,19762625,1,Running
RFSD01193,4038102975,19762626,1,Running
RFSD01194,4038102646,19762627,1,Running
RFSD01196,4038102665,19762629,1,Running
RFSD01197,4038102652,19762630,1,Running
RFSD01198,4038102660,19762631,1,Running
RFSD01200,4038102957,19762633,1,Running
RFSD01201,4038102814,19762634,1,Running
RFSD01202,4038102934,19762635,1,Running
RFSD01203,4038101677,19762636,1,Running
RFSD01204,4038103126,19762637,1,Running
RFSD01205,4038102916,19762638,1,Running
RFSD01206,4038102923,19762639,1,Running
RFSD01207,4038102964,19762640,1,Running
RFSD01208,4038102925,19762641,1,Running
RFSD01209,4038102921,19762642,1,Running
RFSD01211,4038102969,19762644,1,Running
RFSD01212,4038102509,19762645,1,Running
RFSD01213,4038102944,19762646,1,Running
RFSD01214,4038102744,19762647,1,Running
RFSD01215,4038102926,19762648,1,Running
RFSD01216,4038102930,19762649,1,Running
RFSD01217,4038102933,19762650,1,Running
RFSD01219,4038102713,19762652,1,Running
RFSD01220,4038102968,19762653,1,Running
RFSD01221,4038102902,19762654,1,Running
RFSD01222,4038102931,19762655,1,Running
RFSD01223,4038102936,19762656,1,Running
RFSD01225,4038102800,19762658,1,Running
RFSD01226,4038102907,19762659,1,Running
RFSD01227,4038101689,19762660,1,Running
RFSD01228,4038102963,19762661,1,Running
RFSD01229,4038102793,19762662,1,Running
RFSD01230,4038103102,19762663,1,Running
RFSD01231,4038102918,19762664,1,Running
RFSD01232,4038103100,19762665,1,Running
RFSD01233,4038103171,19762666,1,Running
RFSD01235,4038103001,19762668,1,Running
RFSD01237,4038103071,19762670,1,Running
RFSD01238,4038102914,19762671,1,Running
RFSD01239,4038103015,19762672,1,Running
RFSD01240,4038103174,19762673,1,Running
RFSD01241,4038102895,19762674,1,Running
RFSD01242,4038102919,19762675,1,Running
RFSD01243,4038103053,19762676,1,Running
RFSD01244,4038103172,19762677,1,Running
RFSD01245,4038102596,19762678,1,Running
RFSD01247,4038102886,19762680,1,Running
RFSD01248,4038103119,19762681,1,Running
RFSD01249,4038102618,19762682,1,Running
RFSD01252,4038103164,19762685,1,Running
RFSD01253,4038102878,19762686,1,Running
RFSD01254,4038102897,19762687,1,Running
RFSD01255,4038102909,19762688,1,Running
RFSD01256,4038102913,19762689,1,Running
RFSD01258,4038102884,19762691,1,Running
RFSD01259,4038102631,19762692,1,Running
RFSD01260,4038102915,19762693,1,Running
RFSD01261,4038102489,19762694,1,Running
RFSD01262,4038102551,19762695,1,Running
RFSD01263,4038102624,19762696,1,Running
RFSD01265,4038102679,19762698,1,Running
RFSD01266,4038102641,19762699,1,Running
RFSD01268,4038102626,19762701,1,Running
RFSD01269,4038101690,19762702,1,Running
RFSD01270,4038101705,19762703,1,Running
RFSD01271,4038101712,19762704,1,Running
RFSD01272,4038102640,19762705,1,Running
RFSD01273,4038102692,19762706,1,Running
RFSD01274,4038101695,19762707,1,Running
RFSD01275,4038102664,19762708,1,Running
RFSD01276,4038102599,19762709,1,Running
RFSD01277,4038102662,19762710,1,Running
RFSD01278,4038102594,19762711,1,Running
RFSD01279,4038102637,19762712,1,Running
RFSD01280,4038101688,19762713,1,Running
RFSD01281,4038103009,19762714,1,Running
RFSD01283,4038102659,19762716,1,Running
RFSD01284,4038102639,19762717,1,Running
RFSD01285,4038103032,19762718,1,Running
RFSD01286,4038103050,19762719,1,Running
RFSD01287,4038102766,19762720,1,Running
RFSD01288,4038102647,19762721,1,Running
RFSD01292,4038102550,19762725,1,Running
RFSD01294,4038103046,19762727,1,Running
RFSD01295,4038102658,19762728,1,Running
RFSD01296,4038102630,19762729,1,Running
RFSD01297,4038102693,19762730,1,Running
RFSD01298,4038102920,19762731,1,Running
RFSD01300,4038101711,19762733,1,Running
RFSD01302,4038102967,19762735,1,Running
RFSD01303,4038103048,19762736,1,Running
RFSD01304,4038101698,19762737,1,Running
RFSD01306,4038102987,19762739,1,Running
RFSD01307,4038102980,19762740,1,Running
RFSD01308,4038102696,19762741,1,Running
RFSD01309,4038102952,19762742,1,Running
RFSD01311,4038102795,19762744,1,Running
RFSD01312,4038103038,19762745,1,Running
RFSD01313,4038102555,19762746,1,Running
RFSD01314,4038102804,19762747,1,Running
RFSD01315,4038102974,19762748,1,Running
RFSD01316,4038102611,19762749,1,Running
RFSD01317,4038102805,19762750,1,Running
RFSD01318,4038102791,19762751,1,Running
RFSD01319,4038102810,19762752,1,Running
RFSD01320,4038102941,19762753,1,Running
RFSD01322,4038102817,19762755,1,Running
RFSD01323,4038103120,19762756,1,Running
RFSD01324,4038101725,19762757,1,Running
RFSD01325,4038102531,19762758,1,Running
RFSD01326,4038102807,19762759,1,Running
RFSD01327,4038102651,19762760,1,Running
RFSD01328,4038102663,19762761,1,Running
RFSD01329,4038102894,19762762,1,Running
RFSD01330,4038103060,19762763,1,Running
RFSD01331,4038102912,19762764,1,Running
RFSD01332,4038102922,19762765,1,Running
RFSD01333,4038102502,19762766,1,Running
RFSD01334,4038102519,19762767,1,Running
RFSD01335,4038102522,19762768,1,Running
RFSD01336,4038103057,19762769,1,Running
RFSD01337,4038102528,19762770,1,Running
RFSD01338,4038102484,19762771,1,Running
RFSD01339,4038102904,19762772,1,Running
RFSD01340,4038103052,19762773,1,Running
RFSD01341,4038102808,19762774,1,Running
RFSD01342,4038102758,19762775,1,Running
RFSD01344,4038102877,19762777,1,Running
RFSD01345,4038102520,19762778,1,Running
RFSD01346,4038102530,19762779,1,Running
RFSD01347,4038102496,19762780,1,Running
RFSD01348,4038102649,19762781,1,Running
RFSD01349,4038102511,19762782,1,Running
RFSD01350,4038102516,19762783,1,Running
RFSD01351,4038107322,19762784,1,Running
RFSD01352,4038102642,19762785,1,Running
RFSD01354,4038102485,19762787,1,Running
RFSD01355,4038102514,19762788,1,Running
RFSD01356,4038102906,19762789,1,Running
RFSD01357,4038102333,19762790,1,Running
RFSD01358,4038102494,19762791,1,Running
RFSD01359,4038102506,19762792,1,Running
RFSD01362,4038102864,19762795,1,Running
RFSD01363,4038103056,19762796,1,Running
RFSD01364,4038102645,19762797,1,Running
RFSD01366,4038102861,19762799,1,Running
RFSD01367,4038102255,19762800,1,Running
RFSD01368,4038102695,19762801,1,Running
RFSD01369,4038102256,19762802,1,Running
RFSD01370,4038107303,19762803,1,Running
RFSD01371,4038102308,19762804,1,Running
RFSD01372,4038101686,19762805,1,Running
RFSD01373,4038102896,19762806,1,Running
RFSD01374,4038102340,19762807,1,Running
RFSD01375,4038102488,19762808,1,Running
RFSD01376,4038103039,19762809,1,Running
RFSD01377,4038102510,19762810,1,Running
RFSD01378,4038102318,19762811,1,Running
RFSD01379,4038102347,19762812,1,Running
RFSD01380,4038102942,19762813,1,Running
RFSD01381,4038102314,19762814,1,Running
RFSD01382,4038102848,19762815,1,Running
RFSD01383,4038102540,19762816,1,Running
RFSD01384,4038102945,19762817,1,Running
RFSD01385,4038102342,19762818,1,Running
RFSD01386,4038102845,19762819,1,Running
RFSD01387,4038102328,19762820,1,Running
RFSD01388,4038102498,19762821,1,Running
RFSD01389,4038102851,19762822,1,Running
RFSD01390,4038102495,19762823,1,Running
RFSD01391,4038102860,19762824,1,Running
RFSD01392,4038102943,19762825,1,Running
RFSD01393,4038103047,19762826,1,Running
RFSD01394,4038102301,19762827,1,Running
RFSD01396,4038101723,19762829,1,Running
RFSD01397,4038102326,19762830,1,Running
RFSD01398,4038102843,19762831,1,Running
RFSD01399,4038102346,19762832,1,Running
RFSD01400,4038102787,19762833,1,Running
RFSD01402,4038102802,19762835,1,Running
RFSD01403,4038102871,19762836,1,Running
RFSD01404,4038101675,19762837,1,Running
RFSD01405,4038102856,19762838,1,Running
RFSD01406,4038102336,19762839,1,Running
RFSD01407,4038102480,19762840,1,Running
RFSD01408,4038102325,19762841,1,Running
RFSD01409,4038101726,19762842,1,Running
RFSD01410,4038102868,19762843,1,Running
RFSD01411,4038102881,19762844,1,Running
RFSD01412,4038102789,19762845,1,Running
RFSD01413,4038102875,19762846,1,Running
RFSD01414,4038103026,19762847,1,Running
RFSD01415,4038102339,19762848,1,Running
RFSD01416,4038107328,19762849,1,Running
RFSD01418,4038102872,19762851,1,Running
RFSD01419,4038102557,19762852,1,Running
RFSD01420,4038102853,19762853,1,Running
RFSD01422,4038102617,19762855,1,Running
RFSD01424,4038102855,19762857,1,Running
RFSD01425,4038101713,19762858,1,Running
RFSD01426,4038101699,19762859,1,Running
RFSD01427,4038102578,19762860,1,Running
RFSD01429,4038102537,19762862,1,Running
RFSD01430,4038103079,19762863,1,Running
RFSD01431,4038093860,19762864,1,Running
RFSD01432,4038102525,19762865,1,Running
RFSD01433,4038102546,19762866,1,Running
RFSD01434,4038102572,19762867,1,Running
RFSD01435,4038102583,19762868,1,Running
RFSD01436,4038102880,19762869,1,Running
RFSD01437,4038102580,19762870,1,Running
RFSD01438,4038102575,19762871,1,Running
RFSD01439,4038102866,19762872,1,Running
RFSD01440,4038102560,19762873,1,Running
RFSD01441,4038103086,19762874,1,Running
RFSD01442,4038102846,19762875,1,Running
RFSD01444,4038102573,19762877,1,Running
RFSD01445,4038102854,19762878,1,Running
RFSD01447,4038102588,19762880,1,Running
RFSD01448,4038102529,19762881,1,Running
RFSD01449,4038102521,19762882,1,Running
RFSD01450,4038103074,19762883,1,Running
RFSD01451,4038102862,19762884,1,Running
RFSD01452,4038102257,19762885,1,Running
RFSD01453,4038102873,19762886,1,Running
RFSD01455,4038102859,19762888,1,Running
RFSD01456,4038102706,19762889,1,Running
RFSD01457,4038102826,19762890,1,Running
RFSD01458,4038102917,19762891,1,Running
RFSD01459,4038102838,19762892,1,Running
RFSD01461,4038102253,19762894,1,Running
RFSD01462,4038107323,19762895,1,Running
RFSD01463,4038103118,19762896,1,Running
RFSD01464,4038102786,19762897,1,Running
RFSD01465,4038102879,19762898,1,Running
RFSD01466,4038102565,19762899,1,Running
RFSD01467,4038102334,19762900,1,Running
RFSD01468,4038102841,19762901,1,Running
RFSD01469,4038102581,19762902,1,Running
RFSD01470,4038102533,19762903,1,Running
RFSD01471,4038103062,19762904,1,Running
RFSD01472,4038102858,19762905,1,Running
RFSD01473,4038103109,19762906,1,Running
RFSD01474,4038102857,19762907,1,Running
RFSD01475,4038103054,19762908,1,Running
RFSD01476,4038102518,19762909,1,Running
RFSD01477,4038103082,19762910,1,Running
RFSD01478,4038107306,19762911,1,Running
RFSD01479,4038103111,19762912,1,Running
RFSD01480,4038103067,19762913,1,Running
RFSD01481,4038103044,19762914,1,Running
RFSD01483,4038103078,19762916,1,Running
RFSD01484,4038102863,19762917,1,Running
RFSD01485,4038094417,19762918,1,Running
RFSD01486,4038103064,19762919,1,Running
RFSD01487,4038103087,19762920,1,Running
RFSD01488,4038102590,19762921,1,Running
RFSD01489,4038103058,19762922,1,Running
RFSD01490,4038102538,19762923,1,Running
RFSD01491,4038103051,19762924,1,Running
RFSD01493,4038094411,19762926,1,Running
RFSD01494,4038102493,19762927,1,Running
RFSD01496,4038103084,19762929,1,Running
RFSD01497,4038094395,19762930,1,Running
RFSD01498,4038103104,19762931,1,Running
RFSD01499,4038094116,19762932,1,Running
RFSD01500,4038103085,19762933,1,Running
RFSD01501,4038094058,19762934,1,Running
RFSD01502,4038094325,19762935,1,Running
RFSD01503,4038094154,19762936,1,Running
RFSD01504,4038101707,19762937,1,Running
RFSD01505,4038103116,19762938,1,Running
RFSD01506,4038094021,19762939,1,Running
RFSD01507,4038094535,19762940,1,Running
RFSD01508,4038102576,19762941,1,Running
RFSD01509,4038094420,19762942,1,Running
RFSD01511,4038094119,19762944,1,Running
RFSD01512,4038102634,19762945,1,Running
RFSD01513,4038082746,19762946,1,Running
RFSD01514,4038082753,19762947,1,Running
RFSD01515,4038093776,19762948,1,Running
RFSD01516,4038103005,19762949,1,Running
RFSD01517,4038094080,19762950,1,Running
RFSD01518,4038094430,19762951,1,Running
RFSD01519,4038093772,19762952,1,Running
RFSD01520,4038102898,19762953,1,Running
RFSD01521,4038094343,19762954,1,Running
RFSD01522,4038094403,19762955,1,Running
RFSD01523,4038082754,19762956,1,Running
RFSD01524,4038102689,19762957,1,Running
RFSD01525,4038082752,19762958,1,Running
RFSD01526,4038094038,19762959,1,Running
RFSD01527,4038094527,19762960,1,Running
RFSD01528,4038094422,19762961,1,Running
RFSD01529,4038082756,19762962,1,Running
RFSD01530,4038082540,19762963,1,Running
RFSD01532,4038102566,19762965,1,Running
RFSD01533,4038082757,19762966,1,Running
RFSD01534,4038082719,19762967,1,Running
RFSD01535,4038082748,19762968,1,Running
RFSD01536,4038094413,19762969,1,Running
RFSD01537,4038094888,19762970,1,Running
RFSD01538,4038094917,19762971,1,Running
RFSD01540,4038103112,19762973,1,Running
RFSD01541,4038093878,19762974,1,Running
RFSD01542,4038094349,19762975,1,Running
RFSD01543,4038082531,19762976,1,Running
RFSD01544,4038102586,19762977,1,Running
RFSD01545,4038094081,19762978,1,Running
RFSD01546,4038082787,19762979,1,Running
RFSD01547,4038094926,19762980,1,Running
RFSD01548,4038094331,19762981,1,Running
RFSD01549,4038094328,19762982,1,Running
RFSD01550,4038094113,19762983,1,Running
RFSD01553,4038102316,19762986,1,Running
RFSD01555,4038102341,19762988,1,Running
RFSD01556,4038107315,19762989,1,Running
RFSD01557,4038107309,19762990,1,Running
RFSD01558,4038107320,19762991,1,Running
RFSD01559,4038093788,19762992,1,Running
RFSD01560,4038094188,19762993,1,Running
RFSD01561,4038094104,19762994,1,Running
RFSD01562,4038082544,19762995,1,Running
RFSD01563,4038094106,19762996,1,Running
RFSD01564,4038102587,19762997,1,Running
RFSD01565,4038094045,19762998,1,Running
RFSD01566,4038093793,19762999,1,Running
RFSD01567,4038094031,19763000,1,Running
RFSD01568,4038103066,19763001,1,Running
RFSD01569,4038082766,19763002,1,Running
RFSD01570,4038094503,19763003,1,Running
RFSD01571,4038094102,19763004,1,Running
RFSD01572,4038103105,19763005,1,Running
RFSD01574,4038094046,19763007,1,Running
RFSD01575,4038094513,19763008,1,Running
RFSD01576,4038102258,19763009,1,Running
RFSD01577,4038094904,19763010,1,Running
RFSD01578,4038102402,19763011,1,Running
RFSD01579,4038094039,19763012,1,Running
RFSD01580,4038103080,19763013,1,Running
RFSD01581,4038093798,19763014,1,Running
RFSD01582,4038094041,19763015,1,Running
RFSD01583,4038093881,19763016,1,Running
RFSD01584,4038093796,19763017,1,Running
RFSD01585,4038093875,19763018,1,Running
RFSD01586,4038093862,19763019,1,Running
RFSD01588,4038094405,19763021,1,Running
RFSD01589,4038094512,19763022,1,Running
RFSD01590,4038094898,19763023,1,Running
RFSD01591,4038094101,19763024,1,Running
RFSD01592,4038102344,19763025,1,Running
RFSD01593,4038103041,19763026,1,Running
RFSD01594,4038094097,19763027,1,Running
RFSD01595,4038094105,19763028,1,Running
RFSD01596,4038103073,19763029,1,Running
RFSD01597,4038094487,19763030,1,Running
RFSD01598,4038093768,19763031,1,Running
RFSD01599,4038094103,19763032,1,Running
RFSD01600,4038083518,19763033,1,Running
RFSD01601,4038083551,19763034,1,Running
RFSD01602,4038093780,19763035,1,Running
RFSD01603,4038093799,19763036,1,Running
RFSD01604,4038103110,19763037,1,Running
RFSD01605,4038093861,19763038,1,Running
RFSD01606,4038093785,19763039,1,Running
RFSD01607,4038093774,19763040,1,Running
RFSD01608,4038103072,19763041,1,Running
RFSD01609,4038083566,19763042,1,Running
RFSD01610,4038083536,19763043,1,Running
RFSD01611,4038082761,19763044,1,Running
RFSD01612,4038094398,19763045,1,Running
RFSD01613,4038094522,19763046,1,Running
RFSD01614,4038094528,19763047,1,Running
RFSD01615,4038093802,19763048,1,Running
RFSD01616,4038093868,19763049,1,Running
RFSD01617,4038093855,19763050,1,Running
RFSD01618,4038083376,19763051,1,Running
RFSD01619,4038083553,19763052,1,Running
RFSD01621,4038093877,19763054,1,Running
RFSD01622,4038094112,19763055,1,Running
RFSD01623,4038093871,19763056,1,Running
RFSD01624,4038094428,19763057,1,Running
RFSD01625,4038093738,19763058,1,Running
RFSD01627,4038083538,19763060,1,Running
RFSD01628,4038082759,19763061,1,Running
RFSD01629,4038083513,19763062,1,Running
RFSD01631,4038083512,19763064,1,Running
RFSD01632,4038094194,19763065,1,Running
RFSD01633,4038083541,19763066,1,Running
RFSD01634,4038083537,19763067,1,Running
RFSD01635,4038082764,19763068,1,Running
RFSD01636,4038082760,19763069,1,Running
RFSD01637,4038095129,19763070,1,Running
RFSD01638,4038093948,19763071,1,Running
RFSD01640,4038082762,19763073,1,Running
RFSD01641,4038083352,19763074,1,Running
RFSD01642,4038083563,19763075,1,Running
RFSD01643,4038093949,19763076,1,Running
RFSD01644,4038082765,19763077,1,Running
RFSD01645,4038093925,19763078,1,Running
RFSD01646,4038095119,19763079,1,Running
RFSD01647,4038093923,19763080,1,Running
RFSD01648,4038094338,19763081,1,Running
RFSD01649,4038095139,19763082,1,Running
RFSD01650,4038093819,19763083,1,Running
RFSD01651,4038095162,19763084,1,Running
RFSD01652,4038094397,19763085,1,Running
RFSD01653,4038093939,19763086,1,Running
RFSD01654,4038093958,19763087,1,Running
RFSD01655,4038093345,19763088,1,Running
RFSD01656,4038095131,19763089,1,Running
RFSD01657,4038093876,19763090,1,Running
RFSD01658,4038094350,19763091,1,Running
RFSD01659,4038083532,19763092,1,Running
RFSD01660,4038094091,19763093,1,Running
RFSD01661,4038095151,19763094,1,Running
RFSD01662,4038083514,19763095,1,Running
RFSD01663,4038095120,19763096,1,Running
RFSD01664,4038093863,19763097,1,Running
RFSD01665,4038094955,19763098,1,Running
RFSD01666,4038094903,19763099,1,Running
RFSD01667,4038094899,19763100,1,Running
RFSD01668,4038094895,19763101,1,Running
RFSD01669,4038094925,19763102,1,Running
RFSD01670,4038094918,19763103,1,Running
RFSD01671,4038095127,19763104,1,Running
