"Meter","Serial Number","Status","Address","City","Cycle","Collector","Service Latitude","Service Longitude","Module FW","Meter FW","Layer","LAst Billable","Hardware Model ID","DCW","Last Path"
"168299450","4036780511","Normal","5 CARRIAGE LN 1","MANDEVILLE","13","Ozone",30.398302,-90.079992,"251284-09.18","05.37",6,22-MAR-19,65563,"2001.09.15","2155075661,2155237293,4036760315,4036788547,4036780511"
"168305938","4036790172","Normal","405 W 17TH AVE APT 24","COVINGTON","11","RAMSAY",30.473625,-90.107172,"251284-09.18","05.37",4,27-FEB-19,65563,"2001.09.15","2155077988,2155839919,2155082183,4036782949,4036790172"
"168297045","4036780716","Normal","28 PARK PLACE DR APT 106","COVINGTON","07","Ozone",30.439593,-90.075722,"251284-09.18","05.37",6,01-MAR-19,65563,"2001.09.15","2155075661,2155849380,4036779322,4036780716"
"168300543","4036774086","Normal","1216 SCARLET OAK LN LOT 355","MANDEVILLE","14","SOUTHEAST HOSPITAL GAP",30.374312,-90.035767,"251284-09.18","05.37",9,24-FEB-19,65563,"2001.09.15","2155078225,4030226715,4030204541,4046705975,4030208548,4030214291,4036774086"
"168291409","4036756057","Normal","120 WILLOW DR","COVINGTON","06","Ozone",30.408662,-90.088592,"251284-09.18","05.37",4,02-MAR-19,65563,"2001.09.15","2155075661,4029776355,4030231062,4030246762,4036756057"
"168281335","4036755162","Normal","1015 W 11TH AVE","COVINGTON","09","RAMSAY",30.471615,-90.117132,"251284-09.18","05.37",5,29-MAR-19,65563,"2001.09.15","2155077988,2155839919,4036775015,4030243113,4036755162"
"168197212","4030179051","Normal","2615 N CAUSEWAY BLVD APT D-76","MANDEVILLE","06","Ozone",30.40183,-90.08431,"251284-09.18","05.37",4,07-APR-19,65563,"2001.09.15","2155075661,4029776355,4032989956,4030179051"
"168269906","4036744255","Normal","326 E 4TH AVE","COVINGTON","08","RAMSAY",30.45937,-90.109608,"251284-09.18","05.37",9,05-APR-19,65563,"2001.09.15","2155077995,2155082249,4036791694,4036744255"
"168304062","4036788671","Normal","109 NORTH DR","COVINGTON","7","Ozone",30.415105,-90.086393,"251284-09.18","05.37",2,30-MAR-19,65563,"2001.09.15","2155075661,4036782734,4036788671"
"168197131","4030180456","Normal","130 BRAY ST","FRANKLIN","10","TEPS MW",29.80576,-91.48403,"251284-09.18","05.37",4,17-FEB-19,65563,"2001.09.15","2155077961,2155081189,4030525050,4030180456"
"168136780","4029885792","Normal","103 W PINEWOOD DR","SLIDELL","8","NORTH SLIDELL",30.303009,-89.751928,"251284-09.18","05.37",5,16-MAR-19,65563,"2001.09.15","2155077964,1343064452,4030224237,1345777902,4029885792"
"168301980","4036791042","Normal","130 BELLE TERRE BLVD","COVINGTON","6","Ozone",30.418973,-90.089763,"251284-09.18","05.37",2,07-MAR-19,65563,"2001.09.15","2155075661,4036791383,4036791042"
"168296812","4036780639","Normal","640 N BEAU CHENE DR APT 2","MANDEVILLE","05","CEDARWOOD",30.407082,-90.108928,"251284-09.18","05.37",2,30-MAR-19,65563,"2001.09.15","2155077934,4032785657,4036780639"
"168045366","4029509401","Normal","1330 WEEKS ST","NEW IBERIA","12","HWY 675 _JEFF ISLAND",29.993032,-91.832373,"251284-09.18","05.37",3,12-MAR-19,65563,"2001.09.15","2155073534,2155080020,4032423357,4029509401"
"168207802","4030167146","Normal","1029 JAMES ST","FRANKLIN","07","TEPS MW",29.79846,-91.509292,"251284-09.18","05.37",5,02-APR-19,65563,"2001.09.15","2155077939,2155081107,4030186192,4030170324,4030167146"
"168119658","4036639879","Normal","201 FORSHEE DR","MANY","13","ZWOLLE GAP",31.34249,-93.605497,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076360,4036655905,4042534945,4036639879"
"168195787","4030178767","Normal","40 POINT 3 DR","FLORIEN","01","OAKDALE MW",31.25914,-93.58581,"251284-09.18","05.37",6,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4030178767"
"168067582","3489955218","Normal","400 WILDCAT DR 1","CONVERSE","12","TOLEDO BEND GAP",31.78607,-93.6983,"251581-06.17","06.32",3,08-APR-19,65561,"1F04.06.13","2155075668,2155080878,4029956199,3489955218"
"168173257","4036655547","Normal","52 MACY ST","MANY","13","MANY GAP",31.312107,-93.611313,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076360,2155077465,4036657308,4030240789,4036648851,4036655547"
"168101975","4029808551","Normal","410 CORN AVE","EUNICE","15","EUSC RADIO TOWER",30.486743,-92.411705,"251284-09.18","05.37",4,09-MAR-19,65563,"2001.09.15","2155073630,2155075064,2155075066,2155075279,4029808551"
"168062262","4029586202","Normal","296 ROCK HILL RD","BENTLEY","10","SHERWOOD",31.510212,-92.50079,"251284-09.18","05.37",7,25-FEB-19,65563,"2001.09.15","2155058769,2155073703,2155073729,2155073622,4029527865,4029586202"
"168085726","4029719308","Lost","MUDDY BAYOU LOT 5","PINEVILLE","14","RAW LAND 69 GAP",31.37223,-92.05189,"251284-09.18","05.37",5,01-MAR-19,65563,"2001.09.15","2155070491,2155074168,2155073702,2155073701,2155073930,2155074016,2155073660,4029894374,4042976574,4028903515,4029954933,4029719308"
"168178917","4029945678","Normal","511 TEXACO ST","NEW IBERIA","01","NISC MW",30.025102,-91.818205,"251284-09.18","05.37",4,10-APR-19,65563,"2001.09.15","2155073541,2155081131,4031941112,4029526505,4029945678"
"168012377","4029723697","Lost","490 COLUMBUS RD","PINEVILLE","14","RAW LAND 69 GAP",31.372937,-92.050603,"251284-09.18","05.37",5,01-MAR-19,65563,"2001.09.15","2155070491,2155074168,2155073702,2155073701,2155073930,2155074016,4029723697"
"168282674","4036752600","Normal","7012 WYNNTREE","MANDEVILLE","13","Lambert GAP",30.37938,-90.06621,"251284-06.17","05.34",7,23-FEB-19,65563,"2001.08.06","2155075658,2155080760,2155237894,4029534250,4036754219,4036752600"
"168067531","3489955045","Normal","575 HWY 182","BERWICK","14","BAYOU VISTA MW",29.68183,-91.27867,"251581-06.17","06.32",2,05-APR-19,65561,"1F04.06.13","2155077940,1343061767,4030242404,3489955045"
"168012378","4029723427","Lost","380 COLUMBUS RD","PINEVILLE","15","RAW LAND 69 GAP",31.372803,-92.052112,"251284-09.18","05.37",5,01-MAR-19,65563,"2001.09.15","2155070491,2155074168,2155073702,2155073701,2155073930,2155074016,2155073660,4029723427"
"168040760","4029504609","Normal","1321 JORDAN ST","NEW IBERIA","04","HWY 675 _JEFF ISLAND",30.002888,-91.836402,"251284-09.18","05.37",2,26-MAR-19,65563,"2001.09.15","2155073533,4029505185,4029949521,4029504609"
"168163846","4029947255","Normal","517 KRISTIAN CT","MADISONVILLE","02","GALATAS RD",30.42565,-90.19988,"251284-09.18","05.37",12,01-MAR-19,65563,"2001.09.15","2155070493,4042629420,4030240699,4046706110,1343902856,1087131173,4036740909,4030242409,4029975073,4036709678,4029947255"
"168117664","4036638680","Normal","232 MILES ST 1","MANY","13","HINESTON",31.34186,-93.602473,"251284-09.18","05.37",8,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,4036651791,4036655905,4043135737,4036638680"
"168167642","4029956005","Lost","800 OPEN BAYOU-RV LOT 47","PINEVILLE","8","DEVILLE",31.342183,-92.097873,"251284-09.18","05.37",4,26-FEB-19,65563,"2001.09.15","2155038767,2155040128,2155074119,2155074337,2155040376,2155828033,4043135708,4043133335,4032241200,4043135841,4029956005"
"168301275","4036779522","Normal","1012 LIVE OAK LOOP","MANDEVILLE","13","DOVE PARK",30.382515,-90.063553,"251284-09.18","05.37",3,12-MAR-19,65563,"2001.09.15","2155077967,2155237897,2155237285,4036779522"
"168044513","4029519945","Normal","712 BAYARD ST APT 9","NEW IBERIA","10","NISC MW",29.980215,-91.805348,"251284-09.18","05.37",2,14-MAR-19,65563,"2001.09.15","2155073704,2155078110,4029519945"
"168227581","4030192981","Normal","57381 BROOKTER RD","SLIDELL","11","OH51 -- OAK HARBOR",30.26604,-89.750507,"251284-09.18","05.37",5,25-MAR-19,65563,"2001.09.15","2155077948,2155816994,4030199559,4030163556,4030192981"
"168053762","1343884963","Normal","1990 N HIGHWAY 190","COVINGTON","8","Three Rivers Gap",30.462652,-90.081955,"251581-09.18","05.34",3,30-MAR-19,65562,"1F0D.09.15","2155070536,2155080823,1343885446,1343884963"
"168327507","4035468331","Normal","677 CORPORATE BLVD","BREAUX BRIDGE","15","BREAUX BRIDGE GAP",30.28788,-91.90217,"251284-09.18","05.35",4,05-MAR-19,65563,"2001.08.06","2155074536,2155080032,4029950848,4035468331"
"168154850","4036654957","Normal","134 ROBIN HOOD CIR 2","MANY","01","MANY GAP",31.466888,-93.684773,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155077596,4029954954,4036654957"
"168271613","4036737195","Normal","232 W CAUSEWAY APP","MANDEVILLE","14","Lambert GAP",30.375977,-90.093532,"251284-09.18","05.37",5,14-MAR-19,65563,"2001.09.15","2155075658,2155237288,1343073550,4033131787,4036737195"
"168113922","4029808243","Normal","1842 JARRELL LOOP","LEESVILLE","12","RL 56",30.996183,-93.524838,"251284-09.18","05.35",4,08-APR-19,65563,"2001.09.15","2155074515,2155076210,2155076446,4036642764,2155077590,2155077766,2155080014,2155077273,2155077707,2155077669,2155077678,2155077746,4029808243"
"168173398","4036655814","Normal","206 HARVEY LN HBL L","MANY","13","ZWOLLE GAP",31.317035,-93.611282,"251284-09.18","05.37",6,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076360,4036655649,4036655814"
"168169051","4036657114","Normal","1284 QUIET COVE RD","FLORIEN","13","ELIZABETH GAP",31.328373,-93.607972,"251284-09.18","05.37",4,07-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,4036648184,4029899726,4036657114"
"168125184","4036638473","Normal","1726 CHICOT PARK RD CLUB","VILLE PLATTE","13","VILLE PLATTE MW",30.74409,-92.285512,"251284-09.18","05.37",4,07-APR-19,65563,"2001.09.15","2155073637,2155075083,2155819792,4036638473"
"168182852","4029982928","Normal","37557 LOPEZ ST LOT 9-10","SLIDELL","12","FR24--FrontSt.",30.253428,-89.773628,"251284-09.18","05.37",3,05-APR-19,65563,"2001.09.15","2155077950,4030198237,4030137180,4029982928"
"168288995","4036756503","Lost","800 OPEN BAYOU LOT 49","PINEVILLE","8","DEVILLE",31.342571,-92.097753,"251284-09.18","05.37",4,26-FEB-19,65563,"2001.09.15","2155037567,2155030691,2155281337,2155040303,4032210938,4036756503"
"168169415","4036656619","Normal","329 AMY ST","MANY","3","ZWOLLE GAP",31.379553,-93.61193,"251284-09.18","05.37",6,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155077456,2155077260,4036656619"
"168043933","4029529134","Normal","237 W SOUTH ST","OPELOUSAS","12","OPSC",30.530992,-92.085527,"251284-09.18","05.37",2,05-MAR-19,65563,"2001.09.15","2155073636,2155074220,4029955037,4029529134"
"168077674","4029956748","Normal","299 HORSESHOE LOT 26","ZWOLLE","8","MANY GAP",31.520073,-93.714838,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155075654,2155077672,2155077436,4029956748"
"168077100","4036658996","Normal","190 WESTVIEW","MANY","2","ZWOLLE GAP",31.412405,-93.616108,"251284-09.18","05.37",8,07-APR-19,65563,"2001.09.15","2155074534,1343084382,2155077589,2155077670,2155077232,2155076356,2155077596,2155077208,4036634655,4030188950,4036755533,4036658996"
"168016847","4029513600","Normal","1019 LEGACY LOOP","PINEVILLE","4","BEAVER CREEK MW GAP",31.351628,-92.368792,"251284-09.18","05.37",5,09-MAR-19,65563,"2001.09.15","2155077935,2155073955,2155074049,2155073809,4029517084,4029513600"
"168157142","4029950919","Normal","1642 SHADOWS RD","MANY","02","MANY GAP",31.41555,-93.615245,"251284-09.18","05.37",6,07-APR-19,65563,"2001.09.15","2155227859,2155077827,2155077742,2155077261,2155077208,4036640990,4029899585,4029955206,4029950919"
"168244863","4030205816","Normal","2220 MALLARD ST","SLIDELL","01","NORTH SLIDELL",30.290862,-89.844005,"251284-09.18","05.37",8,10-APR-19,65563,"2001.09.15","2155077943,2155848363,2155080713,2155081211,4030205567,4030210691,4030203557,4042417858,4030205816"
"168252595","4030230743","Normal","1101 RUE ROCHELLE","SLIDELL","09","FR24--FrontSt.",30.28672,-89.758705,"251284-09.18","05.37",5,23-FEB-19,65563,"2001.09.15","2155077947,2155080767,4030227091,4030230743"
"168221095","4030186348","Normal","110 CLEVELAND ST","PATTERSON","05","BAYOU VISTA MW",29.70257,-91.30443,"251284-09.18","05.37",8,04-APR-19,65563,"2001.09.15","2155077940,2155081127,2155080780,4030173205,4030186348"
"168119574","4036639762","Normal","1567 CARIBBEAN DR LOT 2","FLORIEN","13","ELIZABETH GAP",31.279795,-93.573198,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,4029956246,4036649238,4036639762"
"168172556","4036654391","Normal","350 TOLEDO RESORT DR LOT 63","LEESVILLE","09","ZWOLLE GAP",31.22463,-93.573662,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155227859,2155077833,2155077615,4036654664,4036654391"
"168184571","4029982284","Normal","345 HUNTINGTON DR","SLIDELL","09","NORTH SLIDELL",30.308903,-89.759397,"251284-09.18","05.37",4,06-MAR-19,65563,"2001.09.15","2155077943,2155849369,4029983300,4029982284"
"168206086","4030168329","Normal","413 SEVENTH ST","FRANKLIN","05","TEPS MW",29.78495,-91.508817,"251284-09.18","05.37",3,05-APR-19,65563,"2001.09.15","2155077939,4030173203,4030172195,4030168329"
"168263972","4030225637","Normal","1538 FREMAUX AVE","SLIDELL","10","FR24--FrontSt.",30.277787,-89.759843,"251284-09.18","05.37",5,06-APR-19,65563,"2001.09.15","2155077947,2155080767,4032043862,4030221566,4030228765,4030225637"
"168173291","4036655713","Normal","184 BULLARD DR","FLORIEN","13","OAKDALE MW",31.309068,-93.613932,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155077313,4036655935,4036655713"
"168356260","1086888453","Normal","1695 HWY 490 CHOPIN","LENA","06","Colfax MW Gap",31.50226,-92.86472,"251581-09.14","05.37",3,02-APR-19,65562,"1F0D.09.11","2155078213,2155073988,2155848155,1086888453"
"168362215","4030416550","Normal","69017 RIVERBEND DR","COVINGTON","07","Ozone",30.436394,-90.115713,"251284-09.18","05.37",4,01-APR-19,65563,"2001.09.15","2155075661,2155080737,4036780983,4030416550"
"168362943","1087098032","Normal","1716 FRIENDSHIP RD # 1","FRIERSON","04","Frierson Gap",32.217694,-93.656286,"251581-09.14","05.37",4,06-APR-19,65562,"1F0D.09.11","2155844152,2155237418,4029579410,1087098523,1087098032"
"168351149","4030364792","Normal","1124 HIGHWAY 515","COUSHATTA","05","DHPS MW GAP",32.20831,-93.46759,"251284-09.18","05.37",3,26-MAR-19,65563,"2001.09.15","2155075657,2155082220,2155082260,4030364792"
"168343834","4044134014","Lost","20 OPEN BAYOU RD LOT 20","PINEVILLE","07","EFFIE",,,"251284-09.18","05.37",3,26-FEB-19,65563,"2001.09.15","2155037567,2155077336,2155040303,2155828033,4043135575,4044134014"
"168158787","4029924024","Normal","282 TWIN OAKS LOT 119","MANY","02","Raw Land 62 Gap",31.42039,-93.666388,"251284-09.18","05.37",7,08-APR-19,65563,"2001.09.15","2155238666,2155076360,2155077500,2155077742,2155080033,4036646952,4036638280,4029950109,4029949908,4029945088,4029950348,4029949851,4029949969,4029924024"
"168350456","4042976243","Normal","950 PADGETTE RD","HINESTON","14","HINESTON",31.060642,-92.826027,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155078090,2155077365,2155073754,2155281335,2155817117,4029797335,4043008928,4042976243"
"168360642","4043135841","Lost","800 OPEN BAYOU LOT 14","PINEVILLE","07","EFFIE",31.3386,-92.09605,"251284-09.18","05.37",6,26-FEB-19,65563,"2001.09.15","2155038756,2155040128,2155074119,2155074337,2155040376,4043135841"
"168053457","1343881660","Lost","540 SHUFF RD","VILLE PLATTE","02","VILLE PLATTE MW",30.66018,-92.26753,"251581-09.18","05.34",3,01-MAR-19,65562,"1F0D.09.15","2155073640,2155075484,2155075146,1343881660"
"168360704","4043135793","Lost","800 OPEN BAYOU LOT 12","DEVILLE","07","EFFIE",31.338434,-92.095705,"251284-09.18","05.37",7,26-FEB-19,65563,"2001.09.15","2155037567,2155040856,2155281337,2155040303,2155828033,4032210537,4044134014,4043135793"
"168376088","4032241194","Lost","203 ANNA RD","PINEVILLE","15","RAW LAND 69 GAP",31.370523,-92.053792,"251284-09.18","05.37",7,01-MAR-19,65563,"2001.09.15","2155070491,2155074168,2155073702,2155073701,2155073930,2155074016,4036756950,2155073660,4032241194"
"168376060","4032210775","Lost","320 COLUMBUS RD","PINEVILLE","15","RAW LAND 69 GAP",31.372702,-92.053292,"251284-09.18","05.37",5,01-MAR-19,65563,"2001.09.15","2155070491,2155074168,2155073702,2155073701,2155073930,2155074016,2155073660,4032210775"
"168388941","4045274607","Lost","248 LEE DEVILLE RD","PINEVILLE","15","RAW LAND 69 GAP",31.37204,-92.05269,"251284-09.18","05.37",6,01-MAR-19,65563,"2001.09.15","2155070491,2155074168,2155073702,2155073701,2155073930,2155074016,4029719300,4029723932,4045274607"
"168342974","4032143953","Lost","MUDDYBAYOU","PINEVILLE","14","RAW LAND 69 GAP",31.371202,-92.052822,"251284-09.18","05.37",5,01-MAR-19,65563,"2001.09.15","2155070491,2155074168,2155073702,2155073701,2155073930,2155074016,2155073660,4046682848,4032143953"
"168402969","4045583664","Lost","406 FISH CREEK CAMP RD","POLLOCK","11","POLLOCK GAP",31.637108,-92.372948,"251284-09.18","05.37",2,01-MAR-19,65563,"2001.09.15","2155048891,2155059239,2155059256,2155059268,2155059238,2155059230,2155059267,2155059281,4028900699,2155239498,2155059204,2155073832,4045583664"
"168402905","4045583956","Lost","800 OPEN BAYOU ST LOT 54","PINEVILLE","08","EFFIE",31.3434,-92.09795,"251284-09.18","05.37",4,26-FEB-19,65563,"2001.09.15","2155038756,2155036633,2155074119,2155074337,2155040376,2155828033,4029802672,4045583956"
"168423396","4046788393","Normal","157 MOON LAKE RD LOT 6","MERRYVILLE","12","RL 56",30.64825,-93.61852,"251284-09.18","05.37",7,07-APR-19,65563,"2001.09.15","2155074515,2155076235,2155077351,2155080848,2155077684,2155077677,2155076169,2155080895,2155077325,4042969415,4046788393"
"168405364","4033186240","Normal","229 GRAND ISLE CT","SLIDELL","02","OH51 -- OAK HARBOR",30.22005,-89.75157,"251284-09.18","05.37",4,06-APR-19,65563,"2001.09.15","2155077928,4030196014,4030195211,4033186240"
"168004611","4028902717","Normal","HIGHWAY 165","PINEVILLE","07","PGOMW",31.380662,-92.406865,"251284-09.18","05.37",3,07-APR-19,65563,"2001.09.15","2155038304,2155040318,2155059199,2155059270,4028899617,4028898217,4028902717"
"168007343","4028903515","Lost","MUDDY BAYOU CAMP","PINEVILLE","14","RAW LAND 69 GAP",31.37166,-92.0505,"251284-09.18","05.37",6,01-MAR-19,65563,"2001.09.15","2155070491,2155074168,2155073702,2155073701,2155073930,2155074016,2155073660,4029894374,4042976574,4028903515"
"168007601","4028901264","Normal","136 DONNIE PRICE RD SHOP","DEVILLE","14","DEVILLE",31.38045,-92.14354,"251284-09.18","05.37",3,29-MAR-19,65563,"2001.09.15","2155037567,2155073887,2155074198,4044136708,4028901264"
"168003316","4028903115","Normal","1055 S SHORELINE DR","MANY","9","EAST LEESVILLE",31.26059,-93.58223,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155073538,2155080048,2155076203,2155237384,2155077833,4028903115"
"168007166","4028903428","Normal","125 W CARROLL DR","POLLOCK","12","POLLOCK GAP",31.520878,-92.405588,"251284-09.18","05.37",1,28-FEB-19,65563,"2001.09.15","2155048891,4028903428"
"168005549","4028902033","Normal","149 KIWANIS RD","PINEVILLE","09","SHERWOOD",31.403592,-92.458408,"251284-09.18","05.37",4,01-MAR-19,65563,"2001.09.15","2155058771,2155059286,4028898983,4028902033"
"168018416","4029512588","Normal","232 ST CLAIR RD","ALEXANDRIA","13","ROPS Common - RC55",31.286905,-92.725943,"251284-09.18","05.37",9,14-MAR-19,65563,"2001.09.15","2155078043,2155073567,2155082211,2155073890,2155073982,2155073624,4029517979,4029512588"
"168033117","4029531546","Normal","871 SITTIG","EUNICE","04","EUSC RADIO TOWER",30.478747,-92.426103,"251284-09.18","05.37",5,01-MAR-19,65563,"2001.09.15","2155073550,2155075359,2155074674,4029894328,4029531546"
"168032764","4029525872","Normal","10505 VETERAN MEMORIAL HWY","PINE PRAIRIE","12","PINE PRAIRIE GAP",30.779427,-92.42527,"251284-09.18","05.37",2,02-MAR-19,65563,"2001.09.15","2155070461,2155074963,4029944872,4029525872"
"168041539","4029507160","Normal","1802 JULES RD TRLR","NEW IBERIA","10","NISC MW",30.006778,-91.765462,"251284-09.18","05.37",3,16-MAR-19,65563,"2001.09.15","2155073704,4029911468,4029507160"
"168021791","4029514436","Normal","106 JANEZ PL","PINEVILLE","01","PGOMW",31.34347,-92.413053,"251284-09.18","05.37",2,06-APR-19,65563,"2001.09.15","2155038304,4029511635,4029514436"
"168018149","4029517846","Normal","332 TWIN OAKS DR","PINEVILLE","04","ESLER FIELD",31.349688,-92.359138,"251284-09.18","05.37",3,07-APR-19,65563,"2001.09.15","2155077935,2155073955,4029513370,4029517846"
"168025200","4029516110","Normal","1989 HIGHWAY 8","FLATWOODS","6","FLATWOODS GAP",31.40398,-92.87015,"251284-09.18","05.37",2,14-MAR-19,65563,"2001.09.15","2155070498,2155075041,4029516110"
"168042603","4029530418","Normal","4107 JACK BROOKS RD","NEW IBERIA","12","NISC MW",29.945895,-91.810103,"251284-09.18","05.37",4,03-APR-19,65563,"2001.09.15","2155077932,2155077834,4036784265,4029530418"
"168063199","4029583529","Normal","510 MILL RACE RD","ALEXANDRIA","06","ROPS Common - RC55",31.313667,-92.650355,"251284-09.18","05.37",2,22-MAR-19,65563,"2001.09.15","2155070483,2155073847,2155074992,4029583529"
"168065310","4029580340","Normal","9825 NICOLE LN","PINEVILLE","15","ESLER FIELD",31.370935,-92.274597,"251284-09.18","05.37",5,07-MAR-19,65563,"2001.09.15","2155077938,2155074221,2155073725,4029580047,4029580340"
"168061848","4029589776","Normal","7563 HICKORY GROVE LOOP","DEVILLE","15","ESLER FIELD",31.431172,-92.23643,"251284-09.18","05.37",4,03-MAR-19,65563,"2001.09.15","2155077938,2155073958,2155077689,2155073826,2155073779,4033152040,4029589776"
"168019399","4029517693","Normal","44 PENN MAR DR","BOYCE","13","ROPS Common - RC55",31.31294,-92.718917,"251284-09.18","05.37",3,24-FEB-19,65563,"2001.09.15","2155070483,2155073750,2155075304,4044139165,4029517693"
"168027609","4029515356","Normal","5129 HIGHWAY 28 STE D","PINEVILLE","03","ESLER FIELD",31.350143,-92.35177,"251284-09.18","05.37",4,05-APR-19,65563,"2001.09.15","2155077935,2155073955,4042419681,4029512269,4029502585,4029515356"
"168063175","4029583530","Normal","363 CLIFTON RD","LENA","06","HINESTON",31.267223,-92.834115,"251284-09.18","05.37",6,08-APR-19,65563,"2001.09.15","2155070498,2155074778,2155075124,2155073759,2155076149,4029583896,4029807206,4029583530"
"168082283","4029715030","Normal","3201 MCKEITHEN DR","ALEXANDRIA","07","ENGLAND AIRPARK",31.253742,-92.539125,"251284-09.18","05.37",6,25-MAR-19,65563,"2001.09.15","2155078000,2155073559,4029724347,4029715030"
"168086975","4029724698","Normal","100 CARLYON LN","ALEXANDRIA","07","ENGLAND AIRPARK",31.295615,-92.561992,"251284-09.18","05.37",3,09-MAR-19,65563,"2001.09.15","2155078105,2155073576,4042419449,4029724698"
"168059523","4029581880","Normal","6806 BAYOU RAPIDES RD","ALEXANDRIA","06","ENGLAND AIRPARK",31.310948,-92.582263,"251284-09.18","05.37",3,24-MAR-19,65563,"2001.09.15","2155078012,4029584284,4029581880"
"168064315","4029583135","Normal","586 LEE BRIDGE RD # A","DEVILLE","15","ESLER FIELD",31.406323,-92.255693,"251284-09.18","05.37",6,06-APR-19,65563,"2001.09.15","2155077941,2155073958,2155073899,4029583135"
"168068822","1343079008","Normal","1714 W HIGHWAY 190 SUIT A","SLIDELL","03","NORTH SLIDELL",30.294878,-89.79968,"251581-08.08","05.34",7,11-SEP-17,65562,"1F0D.08.06","2155077960,2155789181,4030161402,4042121426,1343079008"
"168012701","4029724148","Normal","2303 HIGHWAY 107 2","EFFIE","08","EFFIE",31.238122,-92.174472,"251284-09.18","05.37",2,31-MAR-19,65563,"2001.09.15","2155038722,2155074120,4029724148"
"168009333","4029715743","Normal","2795 HIGHWAY 361","EVERGREEN","04","SOUTH COTTONPORT GAP",30.892815,-92.070775,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155073531,2155074903,4029715743"
"168059742","4029586889","Lost","300 HUNT OIL RD TR","PINEVILLE","15","RAW LAND 69 GAP",31.400692,-92.00693,"251284-09.18","05.37",1,01-MAR-19,65563,"2001.09.15","2155070491,4029586889"
"168029355","4029508676","Normal","22 YOUNG RD","PINEVILLE","01","ESLER FIELD",31.36587,-92.37487,"251284-09.18","05.37",5,18-MAR-19,65563,"2001.09.15","2155077935,2155077368,2155073971,4029505469,4030355264,4029508676"
"168063605","4029581605","Normal","204 CAROLE ST LOT B","ALEXANDRIA","07","ENGLAND AIRPARK",31.299993,-92.500602,"251284-09.18","05.37",3,06-APR-19,65563,"2001.09.15","2155078000,2155073673,1343061878,4029581605"
"168082934","4029715102","Normal","2422 HICKORY HILL RD","PINEVILLE","07","SHERWOOD",31.38883,-92.468978,"251284-09.18","05.37",4,07-APR-19,65563,"2001.09.15","2155058769,2155075285,4029581844,4029528968,4029715102"
"168061088","4029589826","Normal","214 BO NEWCOMB RD 2","PINEVILLE","14","ESLER FIELD",31.337892,-92.283088,"251284-09.18","05.37",2,04-MAR-19,65563,"2001.09.15","2155077938,2155074053,4029885427,4029589826"
"168085695","4029719678","Lost","345 MENARD","PINEVILLE","14","RAW LAND 69 GAP",31.372102,-92.053375,"251284-09.18","05.37",6,01-MAR-19,65563,"2001.09.15","2155070491,2155074168,2155073702,2155073701,2155073930,2155074016,4036756950,2155073660,4029719678"
"168084000","4029527019","Normal","129 ANDREW FLETCHER RD # P","PINEVILLE","09","SHERWOOD",31.440262,-92.465988,"251284-09.18","05.37",3,28-MAR-19,65563,"2001.09.15","2155058769,2155074012,4042121899,4029527019"
"168062221","4029586224","Normal","160 BUD WALKER RD","COLFAX","10","POLLOCK GAP",31.588885,-92.516138,"251284-09.18","05.37",10,08-APR-19,65563,"2001.09.15","2155070487,2155074283,2155074341,2155074332,2155073588,2155073948,2155073791,4030244907,4029586440,4030379233,4036757488,4029586224"
"168087261","4029584684","Normal","139 HARPER RD","DRY PRONG","11","SHERWOOD",31.424808,-92.490605,"251284-09.18","05.37",3,08-MAR-19,65563,"2001.09.15","2155058764,2155075375,4029584684"
"168033380","4029525495","Normal","103 BEAUREGARD DR","PINEVILLE","07","PGOMW",31.371163,-92.40782,"251284-09.18","05.37",5,05-APR-19,65563,"2001.09.15","2155038302,2155040318,1342940382,4029525495"
"168085558","4029585200","Lost","CROSS BAYOU WH/T","PINEVILLE","14","RAW LAND 69 GAP",31.400098,-92.007288,"251284-09.18","05.37",1,01-MAR-19,65563,"2001.09.15","2155070491,4029585200"
"168082493","4029718283","Normal","30 SHELBY SMITH RD","DEVILLE","14","ESLER FIELD",31.329495,-92.272283,"251284-09.18","05.37",4,25-FEB-19,65563,"2001.09.15","2155077938,2155074053,2155073932,4029718283"
